"title","seasons","episodes","rating","year","genres","description","link","image"
"Darwin's Game","2","22","88","2020","Action | Sci-Fi | Thriller","An unpredictable superpowered battle.
Kaname Sudo, an ordinary high school student, receives an invitation to try a mysterious app called ""Darwin's Game.""","https://www.wakanim.tv/sc/v2/catalogue/show/603/darwins-game","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/285_637262706307581445DG_Small.jpg"
"Date A Bullet","1","1","72","2020","Sci-Fi","Kurumi comes face to face with her past in the Neighboring World where Quasi-Spirits fight to the death in hopes of their wishes coming true.","https://www.wakanim.tv/sc/v2/catalogue/show/1366/date-a-bullet","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/204_637545020511539773DAB_Small.jpg"
"Date A Live","6","57","98","2014","Action | Adventure | Comedy | Drama | Ecchi | Fantasy | Magic | Mecha | Romance | Sci-Fi | Shounen","Ordinary high school boy Shido discovers a mysterious girl at ground zero of a recent spacequake. Shido learns, through his sister Kotori, that the girl is one of the Spirits: mystical creatures responsible for the spacequakes. Shido is recruited to help “seal” the sprits and end their threat to mankind. There’s just one catch: the only way to seal a spirit—is to make her fall in love with you.","https://www.wakanim.tv/sc/v2/catalogue/show/683/date-a-live","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/201_637151275955216964DAL2_Small.jpg"
"Date a Live - Mayuri Judgement",0,0,"98","2015","Romance | Sci-Fi","Date a Live - Mayuri Judgement","https://www.wakanim.tv/sc/v2/catalogue/show/1549/date-a-live-mayuri-judgement","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/189_637675762256401321DAL_Small.jpg"
"Date a Live IV",0,0,"98","2022","Action | Ecchi | Romance | Sci-Fi | Shounen","Shido's mission of sealing spirits continues in the upcoming continuation of Date A Live!","https://www.wakanim.tv/sc/v2/catalogue/show/1737/date-a-live-iv","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/293_637841612990528729Date-A-Live-IV_Small.jpg"
"Death March to The Parallel World Rhapsody","1","12","82","2018","Action | Adventure | Fantasy | Romance","Stuck in a fantasy RPG, Suzuki Ichirou quickly achieves a high-level rank and spends his days in peace before a demon king stirs up trouble.","https://www.wakanim.tv/sc/v2/catalogue/show/909/death-march-to-the-parallel-world-rhapsody","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/84_637219310375305972Death-March_Small.jpg"
"DECA-DENCE","2","24","88","2020","Action | Drama | Original | Supernatural","Many years have passed since humanity was driven to the brink of extinction by the sudden emergence of the unknown life forms Gadoll.","https://www.wakanim.tv/sc/v2/catalogue/show/951/deca-dence","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/87_637298178198358553Deca-Dence_Small.jpg"
"Deep Insanity THE LOST CHILD","1","24","48","2021","Sci-Fi","A mysterious illness. An underground realm at its origin. Gifted with immunity, one young man enters to find a cure.","https://www.wakanim.tv/sc/v2/catalogue/show/1515/deep-insanity-the-lost-child","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/110_637686729360764040DITLC_Small.jpg"
"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train","2","2","96","2021","Action | Adventure | Drama","Tanjiro and the group have completed their rehabilitation training at the Butterfly Mansion, and they arrive to their next mission on the ""Mugen Train""...","https://www.wakanim.tv/sc/v2/catalogue/show/1466/demon-slayer-kimetsu-no-yaiba-the-movie-mugen-train","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/277_637629778315821160DS-MG_Small_EN.jpg"
"Demon Slayer: Kimetsu no Yaiba Mugen Train Arc",0,0,"92","2021","Action | Historical | Supernatural","The global hit Demon Slayer continues!","https://www.wakanim.tv/sc/v2/catalogue/show/1561/demon-slayer-kimetsu-no-yaiba-mugen-train-arc","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/810_637692864854385336DemonSlayer_MT_EN_small.jpg"
"D-Frag!","2","24","78","2014","Comedy | Ecchi | Romance | Slice of Life","Kazama is a wannabe delinquent on a mission to rule the school, but a run-in with the cuties of the Game Creation Club derails his plan.","https://www.wakanim.tv/sc/v2/catalogue/show/708/d-frag","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/183_637201445770859356D-Frag_Small.jpg"
"Diary of Our Days at the Breakwater","2","24","80","2020","Comedy | Slice of Life","Hina Tsurugi is a young urban student who just moved out to the countryside. She is an introvert who runs away from social contact.","https://www.wakanim.tv/sc/v2/catalogue/show/864/diary-of-our-days-at-the-breakwater","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/284_637236906636358862Breakwater_Small.jpg"
"Disgaea","1","24","0","2006","Adventure | Comedy | Fantasy","Laharl, the demon prince of the Netherworld and son of the late Lord Krichevskoy, is awakened by Flonne, the sugary-sweet angel-in-training sent to assassinate the overlord.","https://www.wakanim.tv/sc/v2/catalogue/show/1669/disgaea","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/2312_637758508202677285DG_Small.jpg"
"Divine Gate","2","24","56","2016","Action | Adventure | Sci-Fi | Supernatural","The Divine Gate ushered in an era of chaos. Now, a select few have gathered to attempt to reach the Gate and remake the world.","https://www.wakanim.tv/sc/v2/catalogue/show/771/divine-gate","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/253_637207476958337018Divine-Gate_HD.jpg"
"Double Decker! Doug & Kirill","2","16","76","2018","Action | Comedy | Police | Sci-Fi","When Kirill is recruited to the SEVEN-O, he’s put with veteran Doug to work closely together and face users of the deadly drug, Anthem!","https://www.wakanim.tv/sc/v2/catalogue/show/910/double-decker-doug-kirill","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/84_637219340330383923Double-Decker_Small.jpg"
"Dr. STONE","3","35","90","2019","Adventure | Sci-Fi | Shounen","Thousands of years after humanity turned to stone, Senku and Taiju struggle to revive the petrified masses and rebuild civilization.","https://www.wakanim.tv/sc/v2/catalogue/show/1283/dr-stone","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/33_637503589878831701Dr-Stone-S1_Small.jpg"
"Dragon Goes House-Hunting","2","24","72","2021","Comedy | Fantasy | Shounen","Letty is having a monster of a bad day. He can’t fly, breathe fire, and was just kicked out of his family’s lair. Hapless and homeless, this beast needs new digs, but where to start?","https://www.wakanim.tv/sc/v2/catalogue/show/1257/dragon-goes-house-hunting","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/24_637529552996130444DGHH_Small_SC.jpg"
"Dragonar Academy","2","24","80","2014","Action | Comedy | Ecchi | Fantasy | Romance","Sure, Ash has the sacred star brand that marks him as a future master of dragons, but he’s having a little trouble playing the hero.","https://www.wakanim.tv/sc/v2/catalogue/show/713/dragonar-academy","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/253_637207478569497744Dragonar-Academy_Small.jpg"
"Dropout Idol Fruit Tart","1","12","88","2020","Comedy | Music | Slice of Life","To pursue her dream of becoming an idol, first-year high school student Ino Sakura moves to Tokyo. She settles in the Nezumi Dorm dorm where she teams up with fellow residents.","https://www.wakanim.tv/sc/v2/catalogue/show/1016/dropout-idol-fruit-tart","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/310_637373428212196019DIFT_Small.jpg"
"Drowning Sorrows in Raging Fire","1","12","80","2021","Action | Drama | Supernatural","As the new director of a department that deals in the supernatural, Xuan Ji encounters Sheng Lingyuan, a revived emperor who ruled thousands of years ago.","https://www.wakanim.tv/sc/v2/catalogue/show/1531/drowning-sorrows-in-raging-fire","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/1210_637696536789115220DSRF2_Small.jpg"
"Endride","4","48","92","2016","Action | Adventure | Fantasy | Isekai | Magic","When a crystal transports Shun to Endra, only Prince Emilio can help him back home. But first, he must help Emilio get back his throne.","https://www.wakanim.tv/sc/v2/catalogue/show/774/endride","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/303_637211741333419910Endride_Small_Dub.jpg"
"Eureka Seven AO",0,"48","86","2012","Mecha | Sci-Fi","Ao Fukai unexpectedly finds himself piloting a robotic fighting machine after an organization known as “Secret” attacks his island.","https://www.wakanim.tv/sc/v2/catalogue/show/1643/eureka-seven-ao","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/2312_637758504382487909E7_Small.jpg"
"Fairy gone","4","48","78","2019","Action | Adventure | Fantasy | Original","Once upon a time, fairies were war weapons.
The story takes place in a world where fairies with mysterious abilities possess animals.","https://www.wakanim.tv/sc/v2/catalogue/show/498/fairy-gone","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/310_637056875147204737FG_S2_Small.jpg"
"Fantasia Sango - Realm of Legends","1","12","44","2022","Fantasy | Historical","Discover the series based on the Taiwanese RPG Fantasia Sango! When the Three Kingdoms are ravaged by demons and monsters, four heroes with little in common must unite to fight the realm's most vicious enemies. Together the heroes unveil an insidious conspiracy while sharing the joys and sorrows of battling a mysterious organization intent on tearing them and the kingdoms apart","https://www.wakanim.tv/sc/v2/catalogue/show/1638/fantasia-sango-realm-of-legends","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/3112_637765612591317884FS_Small.jpg"
"Fate/Grand Order Final Singularity - Grand Temple of Time: Solomon","1","1","90","2021","Adventure | Fantasy","After battling their way through all seven Singularities, the Chaldea Security Organization has finally arrived at the endpoint of the Grand Order: The Final Singularity, Grand Temple of Time: Solomon.","https://www.wakanim.tv/sc/v2/catalogue/show/1717/fategrand-order-final-singularity-grand-temple-of-time-solomon","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/51_637769969347349670Fate_FS_Small.jpg"
"Fate/Grand Order THE MOVIE Divine Realm of the Round Table: Camelot","2","2","100","2020","Action | Fantasy","The wandering knight, Bedivere, reaches the end of his journey.","https://www.wakanim.tv/sc/v2/catalogue/show/1713/fategrand-order-the-movie-divine-realm-of-the-round-table-camelot","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/2012_637756165687437598FGO-CM_Small.jpg"
"FIRE FORCE","8","96","84","2019","Action | Comedy | Drama | Sci-Fi","Tokyo is burning, and citizens are mysteriously suffering from spontaneous human combustion all throughout the city! Responsible for snuffing out this inferno is the Fire Force, and Shinra is ready to join their fight.","https://www.wakanim.tv/sc/v2/catalogue/show/537/fire-force","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/238_637021755410004935Fire%20Force_Small.png"
"FIRE FORCE S2",0,0,"84","2020","Action | Comedy | Drama | Sci-Fi | Supernatural","Watch Season 2 of FIRE FORCE on Wakanim from July 2020!","https://www.wakanim.tv/sc/v2/catalogue/show/999/fire-force-s2","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/210_637372266827128741FireForce_small.jpg"
"First Love Monster","2","24","76","2016","Comedy | Romance | Shoujo","When the handsome Kanade Takahashi saves Kaho Nikaido’s life, she falls for him. But she doesn’t realize that he’s actually…a fifth grader?!","https://www.wakanim.tv/sc/v2/catalogue/show/913/first-love-monster","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/84_637219538442300415First-Love-Monster_Small.jpg"
"FLOW","1","1","64","2020","Music","A top-rated J-rock band made famous by their songs for Naruto and Code Geass: Lelouch of the Rebellion, FLOW continues their concert series, “FLOW Chokaigi 2020 -Anime Shibari returns-“.","https://www.wakanim.tv/sc/v2/catalogue/show/1178/flow","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/1311_637408771445778275FLOW_Small.jpg"
"Fractale","2","22","0","2011","Adventure | Fantasy | Romance | Sci-Fi","In the 23rd century, Clain lives on an island with doppels—holograms that replace his parents and friends.","https://www.wakanim.tv/sc/v2/catalogue/show/914/fractale","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/84_637219576850324877Fractale_Small.jpg"
"Free!","12","66","82","2014","Comedy | Drama | Slice of Life | Sport","To face their friend-turned-rival, Haruka and his friends will have to re-form the Iwatobi Swim Club.","https://www.wakanim.tv/sc/v2/catalogue/show/728/free","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/144_637224778176863562Free_Small.jpg"
"Fruits Basket","10","126","96","2019","Comedy | Fantasy | Romance | Slice of Life","Tohru Honda is a high-school student who has to live in a tent after her mother, her one and only family, died. However, the field where she set up her tent belongs to the great Soma family!","https://www.wakanim.tv/sc/v2/catalogue/show/489/fruits-basket","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/124_636906542626643541Fruits-Basket_Small.png"
"Fruits Basket (S2)",0,0,"96","2020","Comedy | Drama | Fantasy | Romance | Shoujo | Slice of Life","Watch Season 2 of Fruits Basket on Wakanim from April 2020!","https://www.wakanim.tv/sc/v2/catalogue/show/884/fruits-basket-s2","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/14_637213583622641816FB-S2_Small.jpg"
"Fruits Basket The Final Season",0,0,"96","2021","Comedy | Drama | Romance | Slice of Life","Curses, drama, romance... The end is near. Don't miss the final season of this must-see shojo anime!","https://www.wakanim.tv/sc/v2/catalogue/show/1281/fruits-basket-the-final-season","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/24_637529868213630875FB_Small.jpg"
"Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!","2","24","66","2021","Action | Comedy | Fantasy","Hiroshi Yuki has just picked up Kiwame Quest, the realest VRMMO ever made. But this RPG is TOO lifelike; he can smell, taste, feel—and when he’s hurt in it, his physical body is hurt too.","https://www.wakanim.tv/sc/v2/catalogue/show/1293/full-dive-this-ultimate-next-gen-full-dive-rpg-is-even-shittier-than-real-life","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/24_637529543537876779FD_Small.jpg"
"Full Metal Panic! Invisible Victory","2","24","84","2018","Action | Mecha | Sci-Fi","Kaname’s a popular girl at her high school, but it’s her popularity off campus that’s the problem.","https://www.wakanim.tv/sc/v2/catalogue/show/797/full-metal-panic-invisible-victory","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/264_637550500009066563FMP_Small.jpg"
"Futsal Boys!!!!!","1","12","54","2022","Sport","While watching the Futsal World Cup, Haru Yamato becomes fascinated by a Japanese player: Tokinari Tenoji. He decides to join his high school club and sets out to become as good as his idol. Hard training, new rivals, new friendships... Follow Haru's adventures to reach the top!","https://www.wakanim.tv/sc/v2/catalogue/show/1667/futsal-boys","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/2712_637762086197509590FB_Small%20(1).jpg"
"Fuuka","2","24","90","2017","Drama | Ecchi | Music | Romance | Shounen","When introvert Yuu Haruna transfers to a school in Tokyo, his dull life takes a sharp turn when Fuuka Akitsuki brings music into his world.","https://www.wakanim.tv/sc/v2/catalogue/show/915/fuuka","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/164_637226205313337241Fuuka_Small.jpg"
"Gal & Dino","1","12","72","2020","Comedy | Slice of Life","Follow the adventures of a bimbo and a dino, two roommates who defy the laws of time! ""I don't know the first thing about dinosaurs but I don't care, let's have fun!""","https://www.wakanim.tv/sc/v2/catalogue/show/895/gal-dino","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/14_637213582535638954GD_Small.jpg"
"Gamers!","1","12","68","2017","Comedy | Romance","Keita is a loner who joins the school’s video game club and finds out he’s in for more chaos than he bargained for!","https://www.wakanim.tv/sc/v2/catalogue/show/916/gamers","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/94_637220367096433883Gamers_Small.jpg"
"Garo the Animation","10","98","86","2014","Action | Drama | Fantasy | Magic | Supernatural","The Makai Knights protect humanity from demonic entities. But the King’s advisor seeks to eliminate the Knights and banish their heir.","https://www.wakanim.tv/sc/v2/catalogue/show/813/garo-the-animation","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/244_637233129565408485Garo-Animation_Small.jpg"
"Garo: Divine Flame",0,0,"86","2016","Action | Fantasy | Magic | Supernatural","Sword seeks to expose the shadow war in his city, Sophie searches for her missing brother. Both chase their only clue—El Dorado.","https://www.wakanim.tv/sc/v2/catalogue/show/818/garo-divine-flame","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/87_637298146261070393Garo-Divine-Flame_Small.jpg"
"Gekidol","1","24","70","2021","Drama | Music | Sci-Fi","Three idol trainees dream of brightening up a post-apocalyptic city and nothing will stop them!","https://www.wakanim.tv/sc/v2/catalogue/show/1231/gekidol","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/31_637452818858653958AP_Small.jpg"
"Genshiken Second Generation","1","13","76","2013","Comedy | Slice of Life","It’s a new semester at Shiiou University, and for “The Society for the Study of Modern Visual Culture,"" AKA Genshiken, that can only mean one thing—new freshman recruits!","https://www.wakanim.tv/sc/v2/catalogue/show/1445/genshiken-second-generation","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/107_637615303329360799GSG_Small.jpg"
"Girls' Frontline","1","24","78","2022","Action | Drama | Sci-Fi","After World War III, some forms of Artificial Intelligence have turned against their creators. One of the world's best squads is trying to restore peace. Which side will triumph in this battle of the AIs?","https://www.wakanim.tv/sc/v2/catalogue/show/1709/girls-frontline","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/2712_637762091988637632GF_Small%20(1).jpg"
"Gleipnir","2","26","84","2020","Action | Drama | Ecchi | Romance | Seinen | Supernatural","Kagaya Shuichi is a young man who has got the terrible power of turning into a mascot. One day, he meets Claire, a mysterious young lady, who seems to be drawn by his power.","https://www.wakanim.tv/sc/v2/catalogue/show/855/gleipnir","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/14_637213584665628784Gleipnir_Small.jpg"
"Goblin Slayer","2","24","90","2018","Action | Adventure | Fantasy","Wounded and in shock, a young priestess is rescued by the Goblin Slayer, a man dedicated to slaughtering every goblin in existence.","https://www.wakanim.tv/sc/v2/catalogue/show/917/goblin-slayer","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/94_637220418905756451GS_Small.jpg"
"Golden Kamuy","2","24","88","2018","Action | Adventure | Comedy | Historical | Seinen","The high-stakes search for gold continues! So long as Sugimoto and Asirpa stick together, they might have a shot at surviving.","https://www.wakanim.tv/sc/v2/catalogue/show/918/golden-kamuy","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/94_637220448355621864Golden-Kamuy_Small.jpg"
"Gonna be the Twin-Tail!!","2","24","96","2014","Action | Comedy | Ecchi | Romance | Sci-Fi","Soji is a devoted lover of pigtails. But when monsters with a thirst for human energy invade earth, he must transform into a pigtailed girl.","https://www.wakanim.tv/sc/v2/catalogue/show/919/gonna-be-the-twin-tail","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/94_637220473466714070Twin-Tail_Small.jpg"
"Good Luck! Ninomiya-kun","1","12","86","2007","Comedy | Drama | Ecchi | Romance | Supernatural","Shungo Ninomiya’s life gets weird when Mayu Tsukimura is sent to live with him. Mayu may seem normal, but she’s really a teenage succubus!","https://www.wakanim.tv/sc/v2/catalogue/show/749/good-luck-ninomiya-kun","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/145_637566063909581128Good-Luck_Small.jpg"
"Gosick","4","48","84","2011","Adventure | Alternate history | Drama | Historical | Romance | Supernatural","Japanese exchange student Kujo strikes up a friendship with the doll-like genius Victorique as they solve their academy’s many mysteries.","https://www.wakanim.tv/sc/v2/catalogue/show/730/gosick","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/183_637201451881421545Gosick_Small.jpg"
"Guyver: The Bioboosted Armor","4","52","82","2005","Action | Adventure | Mecha | Sci-Fi | Shounen","Sho Fukamachi discovers the Chronos Corporation's greatest weapon: a suit of bio-armor known as the Guyver.","https://www.wakanim.tv/sc/v2/catalogue/show/920/guyver-the-bioboosted-armor","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/104_637221068334593767Guyver_Small.jpg"
"Hakata Tonkotsu Ramens","2","24","82","2018","Action | Seinen | Thriller","In the seedy underworld of a peaceful city, a so-called “killer of professional killers” is becoming more than just an urban legend.","https://www.wakanim.tv/sc/v2/catalogue/show/921/hakata-tonkotsu-ramens","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/104_637221127298805782HTR_Small.jpg"
"Handa-kun","2","24","84","2016","Comedy | Slice of Life","Sei Handa believes his classmates hate him when, in fact, they regard him as a calligraphy genius. He’s just too clueless to realize!","https://www.wakanim.tv/sc/v2/catalogue/show/922/handa-kun","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/104_637221227625238436Handa-Kun_Small.jpg"
"Hanebado!","1","13","100","2018","Drama | Seinen | Sport","Ayano has a gift for badminton but avoids playing it. But when she meets the driven Nagisa, she’s inspired to take to the court!","https://www.wakanim.tv/sc/v2/catalogue/show/940/hanebado","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/97_637298960476935641Hanebado_Small.jpg"
"Haruchika - Haruta & Chika","1","12","92","2016","Comedy | Drama | Music | Romance | Slice of Life","Things look bleak for the school’s Wind Instrument Club until childhood friends Haruta and Chika step in to save the day.","https://www.wakanim.tv/sc/v2/catalogue/show/769/haruchika-haruta-chika","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/285_637262755041275283HaruChika_Small.jpg"
"Harukana Receive","1","12","76","2018","Comedy | Drama | Ecchi | Sport","Roommates Haruka and Kanata don their bathing suits to serve up some punishment—but beach volleyball is harder than they thought!","https://www.wakanim.tv/sc/v2/catalogue/show/941/harukana-receive","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/174_637227292185657112Harukana-Receive_Small.jpg"
"Hatena Illusion","2","24","74","2020","Comedy | Ecchi | Romance | Supernatural","In order to become a magician who can make people dream, Shiranui Makoto pays a visit to the Hoshisato family, to ask the world class prestidigitator Hoshisato Mamoru if he would take him as his trainee.","https://www.wakanim.tv/sc/v2/catalogue/show/646/hatena-illusion","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/285_637262707745159834HI_Small.jpg"
"Heat Guy J","4","52","0","2002","Action | Adventure | Mecha | Police | Sci-Fi","To stand a chance against the powerful criminal underground, the government of Judoh builds Android J, a cybernetic crime-fighting machine.","https://www.wakanim.tv/sc/v2/catalogue/show/942/heat-guy-j","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/174_637227314529157651HeatGuyJ-Small.jpg"
"Heavy Object","4","48","92","2015","Action | Comedy | Drama | Mecha | Sci-Fi","Warfare has been revolutionized by mechanical weapons called “Objects.” Objects are so powerful, they render traditional weapons useless.","https://www.wakanim.tv/sc/v2/catalogue/show/762/heavy-object","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/253_637207488864807233Heavy-Object_Small.jpg"
"Hetalia World Stars","2","27","66","2021","Comedy | Historical","Forget what you learned in history class, and imagine all the nations of the world as guys on an inappropriate reality show.","https://www.wakanim.tv/sc/v2/catalogue/show/1344/hetalia-world-stars","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/313_637527829861941695Hetalia_Small.jpg"
"Hetalia: The World Twinkle","2","30","82","2017","Adventure | Comedy | Slice of Life","Forget what you learned in history class, and imagine all the nations of the world as guys on an inappropriate reality show.","https://www.wakanim.tv/sc/v2/catalogue/show/806/hetalia-the-world-twinkle","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/145_637566081385642542Hetalia_Small.jpg"
"High School DxD","4","50","96","2015","Action | Comedy | Ecchi | Fantasy | Romance","A war between heaven and hell is raging on Earth, and hormones are raging in Issei’s pants. Enter curvy Rias, a devilish class leader.","https://www.wakanim.tv/sc/v2/catalogue/show/799/high-school-dxd","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/104_637221277476834038DxD_Small.jpg"
"Higurashi: When They Cry","6","78","72","2020","Drama | Horror | Supernatural | Thriller","New kid Keiichi Maebara is settling into his new home at the heart of peaceful Hinamizawa village.","https://www.wakanim.tv/sc/v2/catalogue/show/950/higurashi-when-they-cry","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/910_637378286959901686Higurashi-2_Small.jpg"
"Higurashi: When They Cry - SOTSU",0,0,"72","2021","Drama | Horror | Supernatural | Thriller","More bloody, and more thrilling... Discover the continuation of the saga Higurashi - When They Cry and the story of this strange village from Rena's point of view!","https://www.wakanim.tv/sc/v2/catalogue/show/1436/higurashi-when-they-cry-sotsu","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/17_637607315301467993Higurashi-C2_Small%20(1).jpg"
"Hinamatsuri","1","12","86","2018","Comedy | Sci-Fi | Seinen | Slice of Life | Supernatural","Hinamatsuri dubbed and subbed","https://www.wakanim.tv/sc/v2/catalogue/show/944/hinamatsuri","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/204_637229774775926433Hinamatsuri_Small.jpg"
"Hinomaru Sumo","2","24","92","2018","Comedy | Martial Arts | Shounen | Sport","Ushio may be small but he’s ready to prove he’s got enough heft to throw his weight around in the sumo ring!","https://www.wakanim.tv/sc/v2/catalogue/show/945/hinomaru-sumo","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/204_637229919325608769Hinomaru-Sumo_Small.jpg"
"Horimiya","2","26","92","2021","Comedy | Romance | Slice of Life","A secret life is the one thing they have in common. At school, Hori is a prim and perfect social butterfly, but the truth is she’s a brash homebody.","https://www.wakanim.tv/sc/v2/catalogue/show/1203/horimiya","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/166_637594563763556372Horimiya_Small.jpg"
